,sentence,tokens,index
74,"Wenn die durch den hohen Ölpreis nach oben getriebenen Energiekosten nicht signifikant zurückgingen, werde es einige Zeit dauern, bis die Inflationsrate des Harmonisierten Verbraucherpreisindex (HVPI) unter die von der Notenbank festgelegte Obergrenze von 2,0% falle, schreibt die EZB in ihrem am Donnerstag in Frankfurt vorgelegten Monatsbericht für Oktober.","['hoh', 'olpreis', 'oben', 'getrieb', 'energiekost', 'nicht', 'signifikant', 'zuruckging', 'zeit', 'dau', 'inflationsrat', 'harmonisiert', 'verbraucherpreisindex', 'hvpi', 'notenbank', 'festgelegt', 'obergrenz', 'fall', 'schreibt', 'ezb', 'donnerstag', 'frankfurt', 'vorgelegt', 'monatsbericht', 'oktob']",26959
75,"EZB-Präsident Wim Duisenberg hatte selbst eingestanden, dass die Teuerung in den kommenden Monate weiter über dem Zielwert liegen könne.","['ezbprasident', 'wim', 'duisenberg', 'eingestand', 'teuer', 'kommend', 'monat', 'zielwert', 'lieg', 'konn']",27222
76,"EZB-Präsident Wim Duisenberg hatte selbst eingestanden, dass die Teuerung in den kommenden Monate weiter über dem Zielwert liegen könne.","['ezbprasident', 'wim', 'duisenberg', 'eingestand', 'teuer', 'kommend', 'monat', 'zielwert', 'lieg', 'konn']",27224
77,"Allerdings erwartet der Präsident der EZB aber künftig eine Inflationsrate, die länger als erwartet über der Marke von 2% bleiben wird./jkr/js/mr","['allerding', 'erwartet', 'prasident', 'ezb', 'kunftig', 'inflationsrat', 'lang', 'erwartet', 'mark', 'bleib', 'wirdjkrjsmr']",27707
78,Die EZB hat eine Inflationsrate von 2% als Obergrenze für die Preissteigerung festgelegt.,"['ezb', 'inflationsrat', 'obergrenz', 'preissteiger', 'festgelegt']",27721
79,PARIS (dpa-AFX) - Die Europäische Zentralbank (EZB) will die Inflations- und Leitzinserwartungen an den Märkten stabilisieren.,"['paris', 'dpaafx', 'europa', 'zentralbank', 'ezb', 'inflation', 'leitzinserwart', 'markt', 'stabilisi']",27729
80,"Die Teuerungsraten fielen deshalb höher aus als ursprünglich erwartet, was sich aber nur vorübergehend auswirke Duisenberg monierte jedoch, dass auch die Kernrate - welche die Inflation bereinigt um die Energiepreise ausweist - steigt.","['teuerungsrat', 'fiel', 'deshalb', 'hoh', 'ursprung', 'erwartet', 'vorubergeh', 'auswirk', 'duisenberg', 'moniert', 'jedoch', 'kernrat', 'inflation', 'bereinigt', 'energiepreis', 'ausweist', 'steigt']",27729
81,Zu den umstrittenen Inflations- und Wirtschaftswachstumsprognosen der EZB blieb Duisenberg vage.,"['umstritt', 'inflation', 'wirtschaftswachstumsprognos', 'ezb', 'blieb', 'duisenberg', 'vag']",27737
82,Die EZB hat eine Inflationsrate von 2% als Obergrenze für die Preissteigerung festgelegt.,"['ezb', 'inflationsrat', 'obergrenz', 'preissteiger', 'festgelegt']",27760
83,PARIS (dpa-AFX) - Die Europäische Zentralbank (EZB) will die Inflations- und Leitzinserwartungen an den Märkten stabilisieren.,"['paris', 'dpaafx', 'europa', 'zentralbank', 'ezb', 'inflation', 'leitzinserwart', 'markt', 'stabilisi']",27762
84,"Die Teuerungsraten fielen deshalb höher aus als ursprünglich erwartet, was sich aber nur vorübergehend auswirke Duisenberg monierte jedoch, dass auch die Kernrate - welche die Inflation bereinigt um die Energiepreise ausweist - steigt.","['teuerungsrat', 'fiel', 'deshalb', 'hoh', 'ursprung', 'erwartet', 'vorubergeh', 'auswirk', 'duisenberg', 'moniert', 'jedoch', 'kernrat', 'inflation', 'bereinigt', 'energiepreis', 'ausweist', 'steigt']",27762
85,Zu den umstrittenen Inflations- und Wirtschaftswachstumsprognosen der EZB blieb Duisenberg vage.,"['umstritt', 'inflation', 'wirtschaftswachstumsprognos', 'ezb', 'blieb', 'duisenberg', 'vag']",27762
86,"Die gesamtwirtschaftliche Inflation im Raum der Gemeinschaftswährung könnte - gemessen am harmonisierten Verbraucherpreisindex - länger als erwartet über zwei Prozent bleiben, sagte Duisenberg am Donnerstag in Berlin beim Festakt zum 75-jährigen Bestehen der Internationalen Handelskammer Deutschland.","['gesamtwirtschaft', 'inflation', 'raum', 'gemeinschaftswahr', 'gemess', 'harmonisiert', 'verbraucherpreisindex', 'lang', 'erwartet', 'zwei', 'prozent', 'bleib', 'sagt', 'duisenberg', 'donnerstag', 'berlin', 'beim', 'festakt', 'jahrig', 'besteh', 'international', 'handelskamm', 'deutschland']",28315
87,"Was sich die Europäische Zentralbank (EZB) groß auf die Fahnen geschrieben hat, ist der Erhalt der Preisstabilität im Euroraum und damit einhergehend die Eindämmung von übermäßigem Geldmengenwachstum respektive Inflation.","['europa', 'zentralbank', 'ezb', 'gross', 'fahn', 'geschrieb', 'erhalt', 'preisstabilitat', 'euroraum', 'einhergeh', 'eindamm', 'ubermass', 'geldmengenwachstum', 'respektiv', 'inflation']",28879
88,"Sollten die Tarifpartner und andere wirtschaftliche Entscheider den derzeitigen Preisauftrieb für vorübergehend halten, so werden Inflationsraten jenseits des EZB-Zielwerts von 2% nur zeitweise sein, sagte Duisenberg am Donnerstag in Frankfurt.","['sollt', 'tarifpartn', 'wirtschaft', 'entscheid', 'derzeit', 'preisauftrieb', 'vorubergeh', 'halt', 'inflationsrat', 'jenseit', 'ezbzielwert', 'zeitweis', 'sagt', 'duisenberg', 'donnerstag', 'frankfurt']",29038
89,"Sollten die Tarifpartner und andere wirtschaftliche Entscheider den derzeitigen Preisauftrieb für vorübergehend halten, so werden Inflationsraten jenseits des EZB-Zielwerts von 2% nur zeitweise sein, sagte Duisenberg am Donnerstag in Frankfurt.","['sollt', 'tarifpartn', 'wirtschaft', 'entscheid', 'derzeit', 'preisauftrieb', 'vorubergeh', 'halt', 'inflationsrat', 'jenseit', 'ezbzielwert', 'zeitweis', 'sagt', 'duisenberg', 'donnerstag', 'frankfurt']",29043
90,FRANKFURT (dpa-AFX) - Nach Ansicht der Europäischen Zentralbank (EZB) könnte die Inflationsrate im Euroraum länger als noch vor wenigen Monaten erwartet bei über 2% bleiben.,"['frankfurt', 'dpaafx', 'ansicht', 'europa', 'zentralbank', 'ezb', 'inflationsrat', 'euroraum', 'lang', 'wenig', 'monat', 'erwartet', 'bleib']",29869
91,"Die Europäische Zentralbank (EZB) werde überrascht sein, wie sehr sie das Risiko importierter Inflation überschätzt habe.","['europa', 'zentralbank', 'ezb', 'uberrascht', 'risiko', 'importiert', 'inflation', 'uberschatzt']",30181
92,"Die Europäische Zentralbank (EZB) werde überrascht sein, wie sehr sie das Risiko importierter Inflation überschätzt habe.","['europa', 'zentralbank', 'ezb', 'uberrascht', 'risiko', 'importiert', 'inflation', 'uberschatzt']",30238
93,"Die EZB habe bereits in ihrem letzten Monatsbericht eine vorsichtigere Haltung eingenommen und darauf verwiesen, dass trotz der höheren Inflationsraten die Kernraten (ohne Energie- und Lebensmittelpreise)  niedrig seien.","['ezb', 'bereit', 'letzt', 'monatsbericht', 'vorsicht', 'haltung', 'eingenomm', 'darauf', 'verwies', 'trotz', 'hoh', 'inflationsrat', 'kernrat', 'ohn', 'energi', 'lebensmittelpreis', 'niedrig', 'seien']",30768
94,"Den jüngsten Schätzungen zufolge wird die Inflationsrate in den künftig zwölf Staaten des Euro-Raumes im laufenden Jahr bei 2,3 Prozent liegen, 2001 auf 2,2 Prozent sinken und erst im Folgejahr mit 1,9 Prozent unter die Zwei-Prozent-Marke fallen, welche die Europäische Zentralbank (EZB) als Messlatte festlegte.","['jung', 'schatzung', 'zufolg', 'inflationsrat', 'kunftig', 'zwolf', 'staat', 'euroraum', 'laufend', 'jahr', 'prozent', 'lieg', 'prozent', 'sink', 'erst', 'folgejahr', 'prozent', 'zweiprozentmark', 'fall', 'europa', 'zentralbank', 'ezb', 'messlatt', 'festlegt']",31373
95,"BRÜSSEL (dpa-AFX) - Nach Ansicht des Präsidenten der Europäischen Zentralbank (EZB), Wim Duisenberg, dürfte sich die Inflationsrate im Euroraum der Marke von 2,0% annähern.","['brussel', 'dpaafx', 'ansicht', 'prasident', 'europa', 'zentralbank', 'ezb', 'wim', 'duisenberg', 'durft', 'inflationsrat', 'euroraum', 'mark', 'annah']",31528
96,"Er glaube, dass in Zukunft die Inflationsrate unter 2,0% fallen werde, sagte Duisenberg am Donnerstag vor dem Wirtschaftsausschuss des Europäischen Parlaments.","['glaub', 'zukunft', 'inflationsrat', 'fall', 'sagt', 'duisenberg', 'donnerstag', 'wirtschaftsausschuss', 'europa', 'parlament']",31528
97,"Duisenberg habe dort gesagt, dass sich die Inflationsrate im Euroraum mittelfristig wieder der Marke von 2,0% annähern werde.","['duisenberg', 'gesagt', 'inflationsrat', 'euroraum', 'mittelfrist', 'mark', 'annah']",31536
98,Angesichts der weiter steigenden Inflation in Europa infolge des Ölpreisanstiegs und des schwachen Euros könnte die EZB in den nächsten Monaten noch einen weiteren Zinsschritt um 25 Basispunkte beschließen./mr/ms/fl,"['angesicht', 'steigend', 'inflation', 'europa', 'infolg', 'olpreisanstieg', 'schwach', 'euros', 'ezb', 'nach', 'monat', 'weit', 'zinsschritt', 'basispunkt', 'beschliessenmrmsfl']",31705
99,Mittelfristig sieht Duisenberg die Inflationsrate in der Eurozone aber unter dem Konvergenzwert von 2%.,"['mittelfrist', 'sieht', 'duisenberg', 'inflationsrat', 'eurozon', 'konvergenzwert']",33775
100,"Die Gewerkschaften könnten sich aber darauf verlassen, dass die EZB die Inflation im Griff habe, betonte Duisenberg.","['gewerkschaft', 'konnt', 'darauf', 'verlass', 'ezb', 'inflation', 'griff', 'betont', 'duisenberg']",33776
101,Mittelfristig sieht Duisenberg die Inflationsrate in der Eurozone aber unter dem Konvergenzwert von 2%.,"['mittelfrist', 'sieht', 'duisenberg', 'inflationsrat', 'eurozon', 'konvergenzwert']",33777
102,"Es könne noch einige Zeit dauern, bis die durchschnittliche Inflationsrate im Euroland unter die Warnschwelle der EZB von 2,0 Prozent zurückgehe.","['konn', 'zeit', 'dau', 'durchschnitt', 'inflationsrat', 'euroland', 'warnschwell', 'ezb', 'prozent', 'zuruckgeh']",34331
103,"Das Düsseldorfer Handelsblatt schreibt zur Politik der EZB:      Der Rekordwert der Inflation von 2,9% im November entscheidet nicht über die Geldpolitik 2001.","['dusseldorf', 'handelsblatt', 'schreibt', 'polit', 'ezb', 'rekordwert', 'inflation', 'novemb', 'entscheidet', 'nicht', 'geldpolit']",34380
104,"Die EZB erwartet, dass es noch einige Zeit brauchen werde, bis die Inflationsrate wieder unter den Referenzwert von 2,0% sinkt.","['ezb', 'erwartet', 'zeit', 'brauch', 'inflationsrat', 'referenzwert', 'sinkt']",34481
105,"Die am Mittwoch veröffentlichten Prognose der EZB ging von einer Inflationsrate zwischen 1,8 bis 2,8% in 2001 und 1,3 bis 2,5% in 2002 aus.","['mittwoch', 'veroffentlicht', 'prognos', 'ezb', 'ging', 'inflationsrat']",34481
106,"DÜSSELDORF (dpa-AFX) - Der mögliche Nachfolger des EZB-Präsidenten Wim Duisenberg, Jean-Claude Trichet, will die Inflationsrate in der Eurozone auf maximal 2 Prozent begrenzen.","['dusseldorf', 'dpaafx', 'moglich', 'nachfolg', 'ezbprasident', 'wim', 'duisenberg', 'jeanclaud', 'trichet', 'inflationsrat', 'eurozon', 'maximal', 'prozent', 'begrenz']",34526
107,"Es könne jedoch noch einige Zeit dauern, bis die durchschnittliche Inflationsrate im Euroland unter die Warnschwelle der EZB von 2,0 Prozent zurückgehen werde.","['konn', 'jedoch', 'zeit', 'dau', 'durchschnitt', 'inflationsrat', 'euroland', 'warnschwell', 'ezb', 'prozent', 'zuruckgeh']",34526
108,"In einer Bilanz des EWU-Starts seit 1999 bezeichnete es Duisenberg als größten Erfolg, dass die EZB über eine weite Strecke ihr vorrangiges Ziel erreicht habe, die Inflation unter der Obergrenze von 2% zu halten.","['bilanz', 'ewustart', 'seit', 'bezeichnet', 'duisenberg', 'grosst', 'erfolg', 'ezb', 'weit', 'streck', 'vorrang', 'ziel', 'erreicht', 'inflation', 'obergrenz', 'halt']",34771
109,"Da die Ölpreise gesunken und der Euro <EURUS.FX1> gegenüber dem US-Dollar wieder an Wert gewinnen konnte, erwartet die EZB für Dezember 2000 wieder eine etwas rückläufige Inflationsrate.","['olpreis', 'gesunk', 'euro', 'eurusfx', 'gegenub', 'usdollar', 'wert', 'gewinn', 'konnt', 'erwartet', 'ezb', 'dezemb', 'rucklauf', 'inflationsrat']",36083
110,"An die Adresse der EZB sagte Welteke, sie solle mit möglichen Zinsschritten abwarten, ob sich der Anstieg der Inflationsrate in der Eurozone auf 2,6% zu einem langfristigen Trend entwickle.","['adress', 'ezb', 'sagt', 'weltek', 'soll', 'moglich', 'zinsschritt', 'abwart', 'anstieg', 'inflationsrat', 'eurozon', 'langfrist', 'trend', 'entwickl']",37164
111,"BRÜSSEL (dpa-AFX) - Der Chefvolkswirt der Europäischen Zentralbank (EZB), Otmar Issing, erwartet in der Eurozone keinen schnellen Rückgang der Inflation unter 2 Prozent.","['brussel', 'dpaafx', 'chefvolkswirt', 'europa', 'zentralbank', 'ezb', 'otmar', 'issing', 'erwartet', 'eurozon', 'kein', 'schnell', 'ruckgang', 'inflation', 'prozent']",37269
112,"BRÜSSEL (dpa-AFX) - Der Chefvolkswirt der Europäischen Zentralbank (EZB), Otmar Issing, erwartet in der Eurozone keinen schnellen Rückgang der Inflation unter 2 Prozent.","['brussel', 'dpaafx', 'chefvolkswirt', 'europa', 'zentralbank', 'ezb', 'otmar', 'issing', 'erwartet', 'eurozon', 'kein', 'schnell', 'ruckgang', 'inflation', 'prozent']",37287
113,Aus Angst vor Inflation werde die Europäische Zentralbank (EZB) die Zinsen in den nächsten sechs Monaten kaum senken.,"['angst', 'inflation', 'europa', 'zentralbank', 'ezb', 'zins', 'nach', 'sech', 'monat', 'kaum', 'senk']",37436
114,"Der Rückgang der Inflationsrate in der Eurozone ist für den Bundesbankpräsidenten kein klares Zeichen dafür, dass die Europäische Zentralbank (EZB) ihre Leitzinsen senken werde.","['ruckgang', 'inflationsrat', 'eurozon', 'bundesbankprasident', 'kein', 'klar', 'zeich', 'dafur', 'europa', 'zentralbank', 'ezb', 'leitzins', 'senk']",37514
115,"Eine Anstiegsrate des HVPI um 2,0% hat die EZB als Obergrenze für die Inflation festgelegt.","['anstiegsrat', 'hvpi', 'ezb', 'obergrenz', 'inflation', 'festgelegt']",38098
116,"Eine Anstiegsrate des HVPI um 2,0% hat die EZB als Obergrenze für die Inflation festgelegt.","['anstiegsrat', 'hvpi', 'ezb', 'obergrenz', 'inflation', 'festgelegt']",38113
117,"Angesichts moderater Lohnentwicklung und sich abschwächender Teuerung sollte die EZB von ihrem derzeit restriktiven geldpolitischen Kurs abgehen, schreibt das DIW in seinem Wochenbericht.","['angesicht', 'moderat', 'lohnentwickl', 'abschwach', 'teuer', 'ezb', 'derzeit', 'restriktiv', 'geldpolit', 'kur', 'abgeh', 'schreibt', 'diw', 'wochenbericht']",39310
118,"EZB-Präsident Wim Duisenberg hatte erst vor wenigen Tagen vor dem Europäischen Parlament seinerseits darauf hingewiesen, dass das Preisniveau im Euroland auch in den kommenden Monaten über dem festgelegten Referenzwert liegen werde.","['ezbprasident', 'wim', 'duisenberg', 'erst', 'wenig', 'tag', 'europa', 'parlament', 'seinerseit', 'darauf', 'hingewies', 'preisniveau', 'euroland', 'kommend', 'monat', 'festgelegt', 'referenzwert', 'lieg']",41617
119,"Doch auch so gilt nach Aussagen von Analysten, dass wahrscheinlich alles beim alten bleibt: Die Inflationsrate liegt noch über dem Referenzwert und das Wachstum wird laut EZB in diesem Jahr über dem langfristigen Expansionspotenzial von 2,5 Prozent pro Jahr liegen.","['gilt', 'aussag', 'analyst', 'wahrschein', 'beim', 'alt', 'bleibt', 'inflationsrat', 'liegt', 'referenzwert', 'wachstum', 'laut', 'ezb', 'jahr', 'langfrist', 'expansionspotenzial', 'prozent', 'pro', 'jahr', 'lieg']",42224
120,"Die EZB habe gezeigt, dass sie Inflationsraten von weniger als 2% gewährleisten könne, sagte Issing am Mittwoch bei der Münchener Steuerfachtagung.","['ezb', 'gezeigt', 'inflationsrat', 'wenig', 'gewahrleist', 'konn', 'sagt', 'issing', 'mittwoch', 'munch', 'steuerfachtag']",42970
121,Die importierte Inflation in den vergangenen Monaten führt Issing zu zwei Dritteln auf gestiegene Ölpreise und zu einem Drittel auf die Euroschwäche zurück.,"['importiert', 'inflation', 'vergang', 'monat', 'fuhrt', 'issing', 'zwei', 'dritteln', 'gestieg', 'olpreis', 'drittel', 'euroschwach', 'zuruck']",43195
122,"Dennoch zeigte sich Issing zuversichtlich, dass die Inflationsraten auf absehbare Zeit unter zwei Prozent fielen.","['dennoch', 'zeigt', 'issing', 'zuversicht', 'inflationsrat', 'absehbar', 'zeit', 'zwei', 'prozent', 'fiel']",43195
123,"PARIS (dpa-AFX) - Der Chef der französischen Zentralbank, Jean-Claude Trichet, geht davon aus, dass die Inflation nicht länger besorgniserregend für die EZB ist.","['paris', 'dpaafx', 'chef', 'franzos', 'zentralbank', 'jeanclaud', 'trichet', 'geht', 'davon', 'inflation', 'nicht', 'lang', 'besorgniserreg', 'ezb']",43301
124,"Zusammen mit den italienischen Konsumentenpreisen, die in der Jahresrate um kräftige 2,9% anstiegen, dürften die deutschen Lebenshaltungskosten der EZB keinen Grund geben, sich entspannt zurücklehnen zu können, schreiben die Analysten.","['zusamm', 'italien', 'konsumentenpreis', 'jahresrat', 'kraftig', 'anstieg', 'durft', 'deutsch', 'lebenshaltungskost', 'ezb', 'kein', 'grund', 'geb', 'entspannt', 'zurucklehn', 'schreib', 'analyst']",43324
125,"Zudem sagte Trichet, dass die Inflation nicht länger Anlass zur Sorge für die EZB sei.","['zud', 'sagt', 'trichet', 'inflation', 'nicht', 'lang', 'anlass', 'sorg', 'ezb', 'sei']",43456
126,Die anziehende Teuerung auf dem Kontinent - bedingt durch den explodierenden Ölpreis und den schwachen Euro - zwangen die EZB dann zum Schwenk.,"['anzieh', 'teuer', 'kontinent', 'bedingt', 'explodier', 'olpreis', 'schwach', 'euro', 'zwang', 'ezb', 'schwenk']",43628
127,"Die Händler setzten auf eine EZB, die mit einer Zinssenkung das Wachstum im Euroraum fördere und nicht einen bereits besiegten Feind in Form von Inflation bekämpfe, erklärte Volkswirt David Brown von Bear Stearns.","['handl', 'setzt', 'ezb', 'zinssenk', 'wachstum', 'euroraum', 'ford', 'nicht', 'bereit', 'besiegt', 'feind', 'form', 'inflation', 'bekampf', 'erklart', 'volkswirt', 'david', 'brown', 'bear', 'stearn']",43778
128,"Händler rechnen nunmehr mit verbalen Interventionen der EZB in Form von Kommentaren zu Inflation, Geldmenge und Wechselkurs.","['handl', 'rechn', 'nunmehr', 'verbal', 'intervention', 'ezb', 'form', 'kommentar', 'inflation', 'geldmeng', 'wechselkur']",44081
129,"Die EZB habe das vorrangige Ziel, die Teuerung in Euroland im Zaum zu halten.","['ezb', 'vorrang', 'ziel', 'teuer', 'euroland', 'zaum', 'halt']",44089
130,"FRANKFURT (dpa-AFX) - Bundesbank-Vizepräsident Jürgen Stark geht davon aus, dass die Inflation im Euroraum noch einige Zeit bei mehr als zwei Prozent liegen werde.","['frankfurt', 'dpaafx', 'bundesbankvizeprasident', 'jurg', 'stark', 'geht', 'davon', 'inflation', 'euroraum', 'zeit', 'mehr', 'zwei', 'prozent', 'lieg']",44400
131,"Trichet erlärte, dass Preisstabilität den Raum für nachhaltiges Wirtschaftswachstum schaffe, indem die Kaufkraft der Haushalte geschützt werde.","['trichet', 'erlart', 'preisstabilitat', 'raum', 'nachhalt', 'wirtschaftswachstum', 'schaff', 'kaufkraft', 'haushalt', 'geschutzt']",44887
132,"Die voneinander abweichenden Inflationsraten im Euroraum habe zu Forderungen an die EZB geführt, ihre Preisstabilitäts-Kriterien großzügiger zu formulieren.","['voneinand', 'abweich', 'inflationsrat', 'euroraum', 'forder', 'ezb', 'gefuhrt', 'preisstabilitatskriteri', 'grosszug', 'formuli']",45243
133,"Die voneinander abweichenden Inflationsraten im Euroraum habe zu Forderungen an die EZB geführt, ihre Preisstabilitäts-Kriterien großzügiger zu formulieren.","['voneinand', 'abweich', 'inflationsrat', 'euroraum', 'forder', 'ezb', 'gefuhrt', 'preisstabilitatskriteri', 'grosszug', 'formuli']",45244
